"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10"
"1",0.888844462215114,0.827269092363055,0.93562574970012,0.109156337465014,0.291483406637345,0.263894442223111,0.337065173930428,0.594562175129948,0.51859256297481,0.469012395041983
"2",0.621751299480208,0.0547780887644942,0.272291083566573,0.202718912435026,0.810875649740104,0.830867652938824,0.18672530987605,0.956017592962815,0.910035985605758,0.553378648540584
"3",0.96641343462615,0.839664134346262,0.676929228308677,0.830067972810876,0.809676129548181,0.0231907237105158,0.61375449820072,0.41703318672531,0.3562574970012,0.666133546581367
"4",0.191123550579768,0.489804078368653,0.299080367852859,0.360655737704918,0.632147141143543,0.00839664134346262,0.095561775289884,0.719712115153938,0.858856457417033,0.570571771291483
"5",0.676529388244702,0.622151139544182,0.250699720111955,0.561375449820072,0.635745701719312,0.439024390243902,0.589364254298281,0.449420231907237,0.615353858456617,0.0999600159936026
"6",0.600559776089564,0.00039984006397441,0.0107956817273091,0.0371851259496202,0.575769692123151,0.490203918432627,0.482606957217113,0.34546181527389,0.220711715313874,0.924830067972811
"7",0.67093162734906,0.661735305877649,0.943622550979608,0.723310675729708,0.309476209516194,0.00759696121551379,0.6609356257497,0.423030787684926,0.756497401039584,0.0519792083166733
"8",0.101959216313475,0.347860855657737,0.769292283086765,0.937624950019992,0.541383446621351,0.330667732906837,0.481807277089164,0.0503798480607757,0.387844862055178,0.676129548180728
"9",0.656537385045982,0.602958816473411,0.928428628548581,0.333866453418633,0.70171931227509,0.465013994402239,0.447820871651339,0.485405837664934,0.956817273090764,0.23030787684926
"10",0.177928828468613,0.79968012794882,0.707317073170732,0.62734906037585,0.069172331067573,0.747700919632147,0.145141943222711,0.694522191123551,0.860455817672931,0.339864054378249
"11",0.639344262295082,0.177528988404638,0.190323870451819,0.736105557776889,0.720111955217913,0.612954818072771,0.825669732107157,0.666933226709316,0.409836065573771,0.212315073970412
"12",0.309476209516194,0.219112355057977,0.214714114354258,0.306677329068373,0.151139544182327,0.51859256297481,0.379048380647741,0.502598960415834,0.229908036785286,0.65453818472611
"13",0.235905637744902,0.48780487804878,0.0503798480607757,0.807676929228309,0.968012794882047,0.00519792083166733,0.293082766893243,0.594562175129948,0.313074770091963,0.547381047580968
"14",0.393042782886845,0.554178328668533,0.602558976409436,0.331467413034786,0.0659736105557777,0.704518192722911,1,0.670531787285086,0.576169532187125,0.29468212714914
"15",0.33546581367453,0.774490203918433,0.217113154738105,0.487405037984806,0.884446221511395,0.241503398640544,0.580967612954818,0.604958016793283,0.833666533386645,0.387445021991204
"16",0.305477808876449,0.215113954418233,0.88844462215114,0.503798480607757,0.381847261095562,0.13234706117553,0.644942023190724,0.328268692522991,0.930827668932427,0.175129948020792
"17",0.943222710915634,0.753298680527789,0.103958416633347,0.0667732906837265,0.909636145541783,0.069172331067573,0.561775289884046,0.727708916433427,0.993202718912435,0.676929228308677
"18",0.0299880047980808,0.509796081567373,0.619752099160336,0.934826069572171,0.426229508196721,0.190723710515794,0.0863654538184726,0.0447820871651339,0.110755697720912,0.0671731307477009
"19",0.373050779688125,0.534186325469812,0.277089164334266,0.840863654538185,0.474210315873651,0.20671731307477,0.287884846061575,0.505397840863655,0.564574170331867,0.31187524990004
"20",0.767293082766893,0.185925629748101,0.826069572171132,0.103158736505398,0.247101159536186,0.337065173930428,0.730507796881247,0.243502598960416,0.084766093562575,0.560975609756098
"21",0.153938424630148,0.903238704518193,0.730107956817273,0.685325869652139,0.408636545381847,0.288684526189524,0.0103958416633347,0.584966013594562,0.673330667732907,0.881647341063575
"22",0.135145941623351,0.474210315873651,0.638144742103159,0.38984406237505,0.553778488604558,0.25109956017593,0.363854458216713,0.477409036385446,0.980807676929228,0.231107556977209
"23",0.447421031587365,0.860055977608956,0.39344262295082,0.802079168332667,0.966013594562175,0.61375449820072,0.145541783286685,0.317872850859656,0.677329068372651,0.564974010395842
"24",0.131947221111555,0.514594162335066,0.478208716513395,0.727708916433427,0.57297081167533,0.219912035185926,0.0603758496601359,0.271491403438625,0.150739704118353,0.343462614954018
"25",0.35905637744902,0.0499800079968013,0.053578568572571,0.160335865653739,0.243102758896441,0.232307077169132,0.24390243902439,0.690923630547781,0.0831667333066773,0.321471411435426
"26",0.838864454218313,0.648940423830468,0.979208316673331,0.589764094362255,0.884046381447421,0.920831667333067,0.367053178728509,0.30187924830068,0.548580567772891,0.438224710115954
"27",0.734906037584966,0.52219112355058,0.201519392243103,0.846061575369852,0.38624550179928,0.0907636945221911,0.12514994002399,0.675729708116753,0.188724510195922,0.165133946421431
"28",0.372251099560176,0.141143542582967,0.121551379448221,0.394242303078769,0.690923630547781,0.926829268292683,0.856057576969212,0.145141943222711,0.00679728108756497,0.667732906837265
"29",0.022391043582567,0.154338264694122,0.515393842463015,0.144742103158737,0.764894042383047,0.022391043582567,0.26469412235106,0.217512994802079,0.801279488204718,0.379448220711715
"30",0.684126349460216,0.542982806877249,0.143142742902839,0.975609756097561,0.782886845261895,0.393842463014794,0.522590963614554,0.896441423430628,0.639744102359056,0.0255897640943623
"31",0.417433026789284,0.84046381447421,0.755697720911635,0.782487005197921,0.201519392243103,0.0267892842862855,0.287884846061575,0.293082766893243,0.638944422231108,0.954818072770892
"32",0.00839664134346262,0.983606557377049,0.749300279888045,0.236305477808876,0.207516993202719,0.68452618952419,0.178328668532587,0.45061975209916,0.128348660535786,0.872451019592163
"33",0.697321071571371,0.0579768092762895,0.855657736905238,0.409036385445822,0.422630947620952,0.876049580167933,0.970411835265894,0.145541783286685,0.100759696121551,0.303878448620552
"34",0.640143942423031,0.244302279088365,0.10875649740104,0.0895641743302679,0.484606157536985,0.119152339064374,0.268292682926829,0.81327469012395,0.759296281487405,0.0199920031987205
"35",0.73250699720112,0.576969212315074,0.071171531387445,0.170731707317073,0.116353458616553,0.721311475409836,0.749300279888045,0.11155537784886,0.198320671731307,0.573770491803279
"36",0.748500599760096,0.723710515793683,0.275889644142343,0.100759696121551,0.330667732906837,0.509396241503399,0.578168732506997,0.0607756897241104,0.36625349860056,0.479408236705318
"37",0.855657736905238,0.62734906037585,0.589764094362255,0.607756897241104,0.979608156737305,0.477009196321471,0.408636545381847,0.384246301479408,0.632946821271491,0.153138744502199
"38",0.512994802079168,0.690923630547781,0.776489404238305,0.57297081167533,0.439824070371851,0.0447820871651339,0.930427828868453,0.683726509396241,0.556977209116354,0.960815673730508
"39",0.701319472211116,0.330667732906837,0.563774490203918,0.0167932826869252,0.257896841263495,0.426629348260696,0.305877648940424,0.0259896041583367,0.443022790883647,0.140343862455018
"40",0.112355057976809,0.505797680927629,0.688924430227909,0.113154738104758,0.943222710915634,0.39984006397441,0.115553778488605,0.448220711715314,0.633346661335466,0.928828468612555
"41",0.331067572970812,0.603758496601359,0.837664934026389,0.531787285085966,0.130747700919632,0.957217113154738,0.282287085165934,0.507397041183527,0.656137544982007,0.933626549380248
"42",0.602159136345462,0.095561775289884,0.00839664134346262,0.762095161935226,0.783686525389844,0.203918432626949,0.282287085165934,0.0631747301079568,0.892443022790884,0.793682526989204
"43",0.0667732906837265,0.0615753698520592,0.52219112355058,0.948020791683327,0.35905637744902,0.732107157137145,0.539784086365454,0.0723710515793683,0.71531387445022,0.289484206317473
"44",0.281487405037985,0.165133946421431,0.669332267093163,0.218312674930028,0.51499400239904,0.258696521391443,0.0743702518992403,0.202319072371052,0.978008796481407,0.0515793682526989
"45",0.518992403038784,0.7796881247501,0.398240703718513,0.0951619352259096,0.725709716113555,0.0543782487005198,0.676129548180728,0.00319872051179528,0.0215913634546182,0.130347860855658
"46",0.957217113154738,0.651739304278289,0.544982007197121,0.365453818472611,0.00359856057576969,0.157936825269892,0.0607756897241104,0.964814074370252,0.304678128748501,0.487405037984806
"47",0.00079968012794882,0.527788884446222,0.63374650139944,0.388244702119152,0.155537784886046,0.279488204718113,0.351859256297481,0.133946421431427,0.58656537385046,0.81687325069972
"48",0.753298680527789,0.930827668932427,0.405037984806078,0.594562175129948,0.23030787684926,0.0887644942023191,0.711315473810476,0.2375049980008,0.886045581767293,0.0231907237105158
"49",0.736905237904838,0.724110355857657,0.0571771291483407,0.378248700519792,0.101159536185526,0.402638944422231,0.24390243902439,0.464614154338265,0.212315073970412,0.377049180327869
"50",0.164734106357457,0.459016393442623,0.873650539784086,0.718512594962015,0.929628148740504,0.97281087564974,0.229908036785286,0.965613754498201,0.211515393842463,0.561775289884046
"51",0.454618152738904,0.899640143942423,0.150739704118353,0.169132347061176,0.97281087564974,0.181927229108357,0.456217512994802,0.263894442223111,0.617752898840464,0.630547780887645
"52",0.670131947221112,0.69172331067573,0.520591763294682,0.522590963614554,0.680527788884446,0.140743702518992,0.293882447021192,0.218312674930028,0.323870451819272,0.127548980407837
"53",0.76969212315074,0.697321071571371,0.0187924830067973,0.324270291883247,0.7796881247501,0.548980407836865,0.46421431427429,0.171531387445022,0.307477009196321,0.600959616153539
"54",0.249100359856058,0.351859256297481,0.677728908436625,0.614154338264694,0.490603758496601,0.895641743302679,0.201919232307077,0.638144742103159,0.24750099960016,0.353458616553379
"55",0.153538584566174,0.0239904038384646,0.771291483406637,0.680527788884446,0.00759696121551379,0.143542582966813,0.90843662534986,0.328268692522991,0.702119152339064,0.459816073570572
"56",0.139144342263095,0.0991603358656537,0.425429828068772,0.65453818472611,0.42063174730108,0.717313074770092,0.0227908836465414,0.0463814474210316,0.923230707716913,0.359856057576969
"57",0.968412634946022,0.222311075569772,0.65733706517393,0.227508996401439,0.390243902439024,0.986005597760896,0.548980407836865,0.137145141943223,0.531387445021991,0.534586165533786
"58",0.191923230707717,0.130747700919632,0.883646541383447,0.0211915233906437,0.796481407437025,0.678528588564574,0.732906837265094,0.740103958416633,0.871651339464214,0.510595761695322
"59",0.56577369052379,0.539384246301479,0.660135945621751,0.322670931627349,0.0811675329868053,0.638144742103159,0.151539384246301,0.630947620951619,0.236705317872851,0.38624550179928
"60",0.496201519392243,0.561375449820072,0.184326269492203,0.744502199120352,0.295481807277089,0.597760895641743,0.52219112355058,0.654938024790084,0.471811275489804,0.221111555377849
"61",0.625349860055978,0.139544182327069,0.762894842063175,0.137544982007197,0.192323070771691,0.0995601759296282,0.601359456217513,0.563374650139944,0.726109556177529,0.513394642143143
"62",0.210715713714514,0.257097161135546,0.239904038384646,0.469812075169932,0.921631347461016,0.35905637744902,0.182726909236305,0.612554978008796,0.232706917233107,0.57936825269892
"63",0.981607357057177,0.307876849260296,0.772091163534586,0.952419032387045,0.127948820471811,0.177528988404638,0.730107956817273,0.900039984006397,0.0527788884446222,0.725709716113555
"64",0.157137145141943,0.231907237105158,0.239504198320672,0.724910035985606,0.62375049980008,0.486605357856857,0.564174330267893,0.807277089164334,0.926029588164734,0.189924030387845
"65",0.745301879248301,0.781687325069972,0.80687724910036,0.730507796881247,0.975209916033587,0.359456217512995,0.77608956417433,0.558176729308277,0.909636145541783,0.246301479408237
"66",0.946821271491403,0.651739304278289,0.504198320671731,0.682926829268293,0.0151939224310276,0.539384246301479,0.178728508596561,0.714914034386245,0.591363454618153,0.544582167133147
"67",0.373850459816074,0.151139544182327,0.527788884446222,0.647740903638545,0.756897241103559,0.258696521391443,0.015593762495002,0.56297481007597,0.787684926029588,0.055577768892443
"68",0.219512195121951,0.024390243902439,0.624550179928029,0.790083966413435,0.340663734506198,0.260695721711315,0.553378648540584,0.147940823670532,0.745701719312275,0.353858456617353
"69",0.846461415433826,0.811675329868053,0.56297481007597,0.686525389844062,0.473410635745702,0.421031587365054,0.345061975209916,0.141943222710916,0.06437425029988,0.714914034386245
"70",0.41343462614954,0.845261895241903,0.397441023590564,0.662934826069572,0.910835665733707,0.0131947221111555,0.00319872051179528,0.387445021991204,0.746901239504198,0.0111955217912835
"71",0.458216713314674,0.0875649740103958,0.821671331467413,0.612155137944822,0.122750899640144,0.756897241103559,0.953218712514994,0.87485005997601,0.286685325869652,0.156737305077969
"72",0.153938424630148,0.530187924830068,0.0627748900439824,0.170331867253099,0.210715713714514,0.688524590163934,0.65733706517393,0.412634946021591,0.545381847261096,0.354258296681327
"73",0.0339864054378249,0.379048380647741,0.0939624150339864,0.143142742902839,0.805677728908437,0.714514194322271,0.8812475009996,0.337065173930428,0.732906837265094,0.551779288284686
"74",0.0327868852459016,0.185125949620152,0.303878448620552,0.806477409036385,0.224310275889644,0.34266293482607,0.450219912035186,0.533786485405838,0.342263094762095,0.731707317073171
